word	index
solo	1673
meme	1674
staying	1675
officially	1676
lyrics	1677
interest	1678
brilliant	1679
higher	1680
de	1681
dancing	1682
difficult	1683
gon	1684
saved	1685
risk	1686
failed	1687
bridge	1688
carry	1689
base	1690
incredible	1691
playoffs	1692
michael	1693
evidence	1694
claim	1695
cap	1696
plane	1697
liberal	1698
closer	1699
per	1700
example	1701
legend	1702
draw	1703
crime	1704
turning	1705
definition	1706
moves	1707
strength	1708
dr	1709
grateful	1710
smoke	1711
matters	1712
isnt	1713
selling	1714
voting	1715
suddenly	1716
religion	1717
lights	1718
dinner	1719
bts	1720
uber	1721
leadership	1722
named	1723
easier	1724
goat	1725
whoever	1726
imo	1727
johnny	1728
trailer	1729
ideas	1730
drugs	1731
shooting	1732
violence	1733
19	1734
toilet	1735
rate	1736
2018	1737
negative	1738
conference	1739
breakfast	1740
despite	1741
pressure	1742
instagram	1743
cuts	1744
smith	1745
theme	1746
everywhere	1747
knowledge	1748
quit	1749
male	1750
surprise	1751
tip	1752
twins	1753
donald	1754
performance	1755
chicago	1756
teacher	1757
foot	1758
steam	1759
lunch	1760
delete	1761
2016	1762
usual	1763
arms	1764
fail	1765
tag	1766
democratic	1767
image	1768
pink	1769
expected	1770
tree	1771
cancer	1772
islam	1773
mix	1774
sending	1775
exam	1776
according	1777
emotional	1778
mostly	1779
dirty	1780
maga	1781
effect	1782
til	1783
obvious	1784
pre	1785
elections	1786
jersey	1787
statement	1788
steal	1789
fully	1790
cos	1791
moments	1792
below	1793
growing	1794
cake	1795
flag	1796
helping	1797
animals	1798
heads	1799
consider	1800
votes	1801
becomes	1802
josh	1803
bringing	1804
bomb	1805
reminds	1806
lately	1807
york	1808
al	1809
jokes	1810
possibly	1811
transformers	1812
huh	1813
voters	1814
brings	1815
journey	1816
winter	1817
path	1818
blow	1819
unfortunately	1820
monday	1821
argument	1822
balls	1823
bright	1824
mode	1825
prefer	1826
makeup	1827
lazy	1828
dangerous	1829
helps	1830
piss	1831
french	1832
insane	1833
shook	1834
max	1835
mall	1836
drag	1837
spending	1838
training	1839
sharing	1840
design	1841
among	1842
decent	1843
bbc	1844
powerful	1845
quiet	1846
contract	1847
cash	1848
hero	1849
drafted	1850
held	1851
proof	1852
nearly	1853
became	1854
married	1855
wing	1856
teach	1857
shout	1858
destroy	1859
sake	1860
overall	1861
nature	1862
silence	1863
lane	1864
retweet	1865
youre	1866
signed	1867
willing	1868
millions	1869
garbage	1870
agreed	1871
daughter	1872
constantly	1873
otherwise	1874
wave	1875
gas	1876
showed	1877
anxiety	1878
enjoyed	1879
remain	1880
brothers	1881
apple	1882
youth	1883
bottle	1884
humans	1885
fav	1886
countries	1887
waking	1888
empty	1889
leaders	1890
idc	1891
reminder	1892
policy	1893
90	1894
healthy	1895
private	1896
excellent	1897
xx	1898
awake	1899
calm	1900
depends	1901
heavy	1902
comey	1903
views	1904
england	1905
debate	1906
added	1907
noticed	1908
anywhere	1909
cavs	1910
including	1911
manager	1912
hilarious	1913
ate	1914
ultimate	1915
cheese	1916
throwing	1917
becoming	1918
punch	1919
economy	1920
people's	1921
massive	1922
helped	1923
fr	1924
hitting	1925
'the	1926
camp	1927
russians	1928
lived	1929
science	1930
classic	1931
cats	1932
solution	1933
freaking	1934
pulled	1935
babies	1936
search	1937
bird	1938
although	1939
nose	1940
hall	1941
daddy	1942
neck	1943
certainly	1944
glastonbury	1945
gods	1946
bloody	1947
idiots	1948
legs	1949
prime	1950
considering	1951
model	1952
review	1953
disappointed	1954
justin	1955
baseball	1956
europe	1957
tom	1958
caused	1959
leaves	1960
tory	1961
access	1962
impact	1963
wine	1964
ryan	1965
obamacare	1966
heaven	1967
row	1968
victim	1969
services	1970
mum	1971
built	1972
network	1973
talks	1974
finals	1975
solid	1976
award	1977
cried	1978
program	1979
grade	1980
barely	1981
blocked	1982
hearts	1983
library	1984
plot	1985
glass	1986
dope	1987
queensspeech	1988
clock	1989
should've	1990
dem	1991
officer	1992
signing	1993
successful	1994
zero	1995
hahahaha	1996
zone	1997
parties	1998
genuinely	1999
similar	2000
harder	2001
warm	2002
movement	2003
complaining	2004
illegal	2005
bear	2006
impossible	2007
bench	2008
immediately	2009
century	2010
scenes	2011
proper	2012
admit	2013
episodes	2014
limit	2015
tower	2016
breaks	2017
fill	2018
followed	2019
decisions	2020
study	2021
planning	2022
computer	2023
lower	2024
pants	2025
ruin	2026
blind	2027
provide	2028
grab	2029
six	2030
afford	2031
weed	2032
complain	2033
holiday	2034
supporting	2035
animal	2036
expensive	2037
aware	2038
ad	2039
failure	2040
indian	2041
research	2042
canada	2043
yixing	2044
rose	2045
democracy	2046
click	2047
ten	2048
ffs	2049
joe	2050
signs	2051
actions	2052
da	2053
gif	2054
reaction	2055
yup	2056
festival	2057
prove	2058
schedule	2059
benefit	2060
cards	2061
aldub101stweeksary	2062
continues	2063
celebrate	2064
attitude	2065
enter	2066
milk	2067
flying	2068
competition	2069
sm	2070
sis	2071
prince	2072
answers	2073
thursday	2074
mexico	2075
cnn	2076
awards	2077
puts	2078
shift	2079
tapes	2080
laws	2081
sadly	2082
regular	2083
eid	2084
aldubbettertogether	2085
fingers	2086
citizens	2087
wolves	2088
liberals	2089
legal	2090
someone's	2091
ramadan	2092
crack	2093
thankful	2094
lake	2095
neither	2096
angel	2097
husband	2098
agenda	2099
remind	2100
large	2101
eh	2102
personally	2103
min	2104
arrived	2105
seasons	2106
talked	2107
former	2108
aca	2109
exciting	2110
flat	2111
mini	2112
99	2113
wings	2114
quickly	2115
progress	2116
hoe	2117
coast	2118
5th	2119
asshole	2120
slowly	2121
clip	2122
understanding	2123
nap	2124
creepy	2125
aldubqualitytime	2126
wise	2127
anyways	2128
mistakes	2129
basketball	2130
product	2131
recent	2132
theory	2133
heading	2134
aka	2135
remove	2136
fridge	2137
lebron	2138
bell	2139
opened	2140
fbi	2141
flow	2142
monk	2143
threw	2144
hood	2145
terms	2146
chose	2147
china	2148
dry	2149
profile	2150
uh	2151
grand	2152
truck	2153
oil	2154
studio	2155
recently	2156
blacks	2157
audience	2158
ep	2159
passing	2160
stone	2161
serve	2162
grown	2163
confidence	2164
wars	2165
praise	2166
politicians	2167
hungry	2168
ruined	2169
crew	2170
assume	2171
dudes	2172
famous	2173
quotes	2174
jealous	2175
pitch	2176
pieces	2177
liar	2178
hates	2179
companies	2180
feature	2181
defense	2182
bored	2183
leg	2184
military	2185
natural	2186
horse	2187
international	2188
boat	2189
vibe	2190
60	2191
groups	2192
artists	2193
events	2194
lowkey	2195
strange	2196
bay	2197
yellow	2198
everytime	2199
besides	2200
clinton	2201
he'd	2202
jail	2203
iphone	2204
received	2205
poll	2206
suppose	2207
distance	2208
awkward	2209
theres	2210
con	2211
drug	2212
chocolate	2213
noise	2214
extremely	2215
couch	2216
beast	2217
relationships	2218
eventually	2219
nbadraft	2220
session	2221
miles	2222
monster	2223
section	2224
sentence	2225
meat	2226
modern	2227
lesson	2228
pathetic	2229
cheap	2230
prayers	2231
gang	2232
delay	2233
sees	2234
shots	2235
throughout	2236
letter	2237
stands	2238
whose	2239
birds	2240
disney	2241
ed	2242
receive	2243
wh	2244
rapper	2245
accidentally	2246
previous	2247
taught	2248
hop	2249
hoes	2250
sexy	2251
kicked	2252
origin	2253
texas	2254
girlfriend	2255
potus	2256
tweeted	2257
they'd	2258
nor	2259
student	2260
mentioned	2261
windows	2262
sc	2263
damage	2264
boo	2265
sides	2266
memory	2267
tiny	2268
wide	2269
raise	2270
tps	2271
regardless	2272
listened	2273
medicaid	2274
spurs	2275
mf	2276
happiest	2277
frank	2278
lavar	2279
rude	2280
false	2281
27	2282
core	2283
target	2284
arm	2285
yr	2286
hottest	2287
leading	2288
twist	2289
wednesday	2290
howard	2291
council	2292
royal	2293
prayer	2294
pelosi	2295
safety	2296
adult	2297
guard	2298
realise	2299
depp	2300
pg	2301
drake	2302
dnc	2303
replace	2304
hashtag	2305
suit	2306
population	2307
select	2308
breath	2309
doors	2310
timeline	2311
topic	2312
crown	2313
treated	2314
falls	2315
vision	2316
hanging	2317
investigation	2318
ignorant	2319
schools	2320
existence	2321
sam	2322
plenty	2323
finger	2324
hug	2325
dumbest	2326
patience	2327
butt	2328
posts	2329
accounts	2330
sweetest	2331
survive	2332
courage	2333
kim	2334
setting	2335
posting	2336
benefits	2337
gorgeous	2338
dare	2339
repeat	2340
herself	2341
racism	2342
praying	2343
friendship	2344
status	2345
nasty	2346
standard	2347
tune	2348
confirmed	2349
memes	2350
mid	2351
trading	2352
lips	2353
concerned	2354
related	2355
queens	2356
dan	2357
begins	2358
filled	2359
basic	2360
administration	2361
hiding	2362
blackpink	2363
circle	2364
um	2365
grace	2366
democrat	2367
korea	2368
taxes	2369
slept	2370
dating	2371
subject	2372
coverage	2373
stock	2374
relate	2375
johnson	2376
parking	2377
apply	2378
checked	2379
35	2380
planned	2381
uses	2382
ourselves	2383
com	2384
africa	2385
christian	2386
blessing	2387
wisdom	2388
asap	2389
minister	2390
forced	2391
august	2392
prison	2393
accurate	2394
pc	2395
precious	2396
express	2397
terrorist	2398
raised	2399
ig	2400
victory	2401
captain	2402
rage	2403
compared	2404
pair	2405
wet	2406
faces	2407
replies	2408
chinese	2409
tech	2410
sport	2411
chances	2412
shopping	2413
bread	2414
connection	2415
multiple	2416
teeth	2417
hollywood	2418
supporters	2419
include	2420
innocent	2421
roof	2422
trumpcare	2423
bernie	2424
selfie	2425
degrees	2426
costs	2427
flip	2428
apologies	2429
everyone's	2430
direct	2431
owner	2432
isis	2433
younger	2434
copy	2435
smoking	2436
families	2437
franchise	2438
grass	2439
comfortable	2440
beats	2441
trap	2442
sunshine	2443
rangers	2444
escape	2445
wash	2446
constitution	2447
ttps	2448
fruit	2449
tyler	2450
picking	2451
lied	2452
fixed	2453
bike	2454
trump's	2455
steve	2456
hating	2457
fired	2458
skills	2459
crash	2460
centre	2461
giant	2462
several	2463
theyre	2464
kit	2465
hated	2466
blues	2467
chief	2468
district	2469
victims	2470
feedback	2471
crush	2472
seats	2473
vacation	2474
march	2475
relevant	2476
refuse	2477
