followers_count,urls,created_at,text
47,[],Sat Apr 08 21:17:41 +0000 2017,@SafeSelfDrive Nothing that Machine Learning and AI can't fix with some first principles sprinkled in for good measure. ;-)
44,[],Sat Apr 08 01:53:01 +0000 2017,RT @hmason: This is very interesting - Federated Learning: Collaborative Machine Learning without Centralized Training Data https://t.co/Nl\xe2\x80\xa6
39,[],Sat Apr 08 21:06:50 +0000 2017,RT @DeepLearn007: 7 Applications of #machinelearning in Pharma &amp; Medicine\n#AI #bigdata #ML #healthcare #NeuralNetworks #dee\xe2\x80\xa6 
35,[],Sat Apr 08 02:11:00 +0000 2017,"RT @coolgamesinc: This week, we're talking Cheetos, machine-learning algorithms, and a Burnout + Shadow of the Colossus hybrid game:  https\xe2\x80\xa6"
33,[],Sat Apr 08 01:14:29 +0000 2017,RT @AboutMrFinch: You asked me if the Machine was capable of learning human nature. I'm saying it already is. It's learning by watching eve\xe2\x80\xa6
28,[],Sat Apr 08 02:13:15 +0000 2017,"RT @coolgamesinc: This week, we're talking Cheetos, machine-learning algorithms, and a Burnout + Shadow of the Colossus hybrid game:  https\xe2\x80\xa6"
28,[],Sat Apr 08 21:22:28 +0000 2017,"Quants Skeptical of Big Data, Machine Learning Hype - Institutional Investor https://t.co/fHdL8RSGKm"
26,[],Sat Apr 08 01:57:48 +0000 2017,RT @hmason: This is very interesting - Federated Learning: Collaborative Machine Learning without Centralized Training Data https://t.co/Nl\xe2\x80\xa6
26,[],Sat Apr 08 02:07:44 +0000 2017,"Quants Skeptical of Big Data, Machine Learning Hype - Institutional Investor https://t.co/QFmWMkq9eV"
24,[],Sat Apr 08 21:00:18 +0000 2017,RT @awscloud: Discover a detailed overview of Machine Learning &amp; Deep Learning using AWS in the @NSF webinar.\xe2\x80\xa6 
12,[],Sat Apr 08 01:48:14 +0000 2017,RT @IBMIIG: Learn how organizations can take machine learning to the enterprise w/ @danhernandezATX on 4/11 in Dallas. Register\xe2\x80\xa6 
10,[],Sat Apr 08 21:04:29 +0000 2017,RT @Ronald_vanLoon: Artificial Intelligence vs. Machine Learning: What's the Difference? | #MachineLearning #Artificialintelligence #RT\xe2\x80\xa6 
4,[],Sat Apr 08 01:52:13 +0000 2017,with Machine Learning Experts
3,[],Sat Apr 08 02:15:11 +0000 2017,Predix.io Developer Network - Catalog for Predictive Models .. Cloud based Machine Learning. https://t.co/uNBI7lkRob
