followers_count,urls,created_at,text
3003,['https://goo.gl/fb/QqwQ4e'],Thu Mar 30 22:38:04 +0000 2017,SpaceX \xd0\xbf\xd0\xbe\xd0\xb2\xd1\x82\xd0\xbe\xd1\x80\xd0\xbd\xd0\xbe \xd0\xb7\xd0\xb0\xd0\xbf\xd1\x83\xd1\x81\xd0\xba\xd0\xb0\xd0\xb5\xd1\x82 \xd0\xbf\xd0\xb5\xd1\x80\xd0\xb2\xd1\x83\xd1\x8e \xd1\x81\xd1\x82\xd1\x83\xd0\xbf\xd0\xb5\xd0\xbd\xd1\x8c Falcon 9: \xd1\x82\xd1\x80\xd0\xb0\xd0\xbd\xd1\x81\xd0\xbb\xd1\x8f\xd1\x86\xd0\xb8\xd1\x8f https://t.co/2gZ87ks00g
1269,[],Thu Mar 30 22:50:40 +0000 2017,"RT @Advil: AHH @SpaceX launched and LANDED a re-used orbital spacecraft for the first time in history, paving the way for cheaper space tra\xe2\x80\xa6"
4154,['http://spacex.com/webcast'],Thu Mar 30 22:58:19 +0000 2017,RT @SpaceX: Back live for final burn and satellite deployment \xe2\x86\x92 https://t.co/gtC39uBC7z
2594,['http://www.theverge.com/2017/3/30/15117096/spacex-launch-reusable-rocket-success-falcon-9-landing'],Thu Mar 30 23:03:22 +0000 2017,"""SpaceX makes aerospace history with successful landing of a used rocket"" https://t.co/f1d6z3Pl5P"
1290,[],Thu Mar 30 22:44:50 +0000 2017,"RT @rbanffy: @Cmdr_Hadfield @SpaceX Sometimes it\'s appropriate to say ""this changes everything""."
5559,[],Thu Mar 30 22:34:24 +0000 2017,"RT @Tim_Stevens: If you're not watching @SpaceX live, you should be. The first attempt at a Falcon 9 re-use. This is history https://t.co/j\xe2\x80\xa6"
2126,[None],Thu Mar 30 23:00:48 +0000 2017,RT @cnnbrk: SpaceX marks a historic first: Launching a used rocket then landing it safely on a remotely piloted platform.\xe2\x80\xa6
2087,[],Thu Mar 30 22:31:52 +0000 2017,RT @Nancy_A: Wow! #SpaceX
2016,['https://twitter.com/eurekablog/status/847578471433895937'],Thu Mar 30 22:38:28 +0000 2017,"Lanzado, recuperado, lanzado y vuelto a recuperar. Impresionante, SpaceX. Hasta parece f\xc3\xa1cil. \xf0\x9f\x91\x8f https://t.co/XTQLP8QFRq"
20022,['http://on.wsj.com/2nkK4rT'],Thu Mar 30 23:12:10 +0000 2017,#XRIM #MONEY WSJ\n\nSpaceX successfully launched a reused booster on a demanding commercial mission https://t.co/vLNTpX6GcR\n\n\xe2\x80\x94 Wall Street J\xe2\x80\xa6
1287,[],Thu Mar 30 22:38:12 +0000 2017,RT @Cosmic_Carol: LANDED!!!!!! GET IN!!!!!! #Falcon9 AMAZING STUFF @SPACEX THE FIRST EVER ORBITAL BOOSTER LANDED TWICE!!!!!! https://t.co/e\xe2\x80\xa6
56099,['https://goo.gl/fb/DSFRU8'],Thu Mar 30 22:40:58 +0000 2017,SpaceX successfully re-launches an orbital Falcon 9 rocket for the first time https://t.co/LYe3RJ5mgN #DSNTech
18559,['http://ift.tt/2nFkeCl'],Thu Mar 30 22:56:25 +0000 2017,SpaceX successfully re-launches an orbital Falcon 9 rocket for the first time https://t.co/BLZBC1UpQs https://t.co/CL8MeVa7IH
1314,['http://on.ft.com/2oEyrgr'],Thu Mar 30 23:15:32 +0000 2017,SpaceX sends payload into orbit using recycled rocket in key milestone https://t.co/cQb1UdOKUQ
62465,[None],Thu Mar 30 22:40:45 +0000 2017,RT @RyanHokeWAVE3: A reused 1st stage of a rocket has successfully launched and landed upright on a drone ship. This is a huge deal!\xe2\x80\xa6
2754,['https://twitter.com/spacex/status/847578231808991232'],Thu Mar 30 22:56:31 +0000 2017,Absolutely incredible. It works. https://t.co/KLxxPsMzQk
3827,[],Thu Mar 30 23:00:36 +0000 2017,RT @SpaceX: Successful deployment of SES-10 to geostationary transfer orbit confirmed. https://t.co/FkVoUYSsmq
98944,"['http://24ur.com/zta4f1', 'http://24ur.com/zta4f1']",Thu Mar 30 22:56:09 +0000 2017,Kak\xc5\xa1en dose\xc5\xbeek: poletela in pristala \xc5\xbee uporabljena raketa podjetja SpaceX https://t.co/CpJJ4mMhM6  https://t.co/CpJJ4mMhM6
141235,['http://planet.ly/jHGFz'],Thu Mar 30 22:46:51 +0000 2017,ICYMI: A quick guide on why this #SpaceX launch is a really big deal https://t.co/SmoD3gjMXB \n#SES10 #Falcon9 https://t.co/eV8t6s3Ahp
1697,[],Thu Mar 30 22:35:17 +0000 2017,spacex\xe3\x81\x99\xe3\x81\x94\xe3\x81\x99\xe3\x81\x8e\xe3\x82\x8b\xe3\x81\xaa\xe2\x80\xa6
2552,['https://www.youtube.com/watch?v=xsZSXav4wI8'],Thu Mar 30 22:33:13 +0000 2017,"RT @orbitalagility: Second time is the charm, best of luck tonight @spacex: #spacex #ldnont https://t.co/KtXStZQNTC"
