followers_count,urls,created_at,text
1262,['http://apne.ws/2nQDAon'],Thu Mar 30 23:05:26 +0000 2017,RT @AP: SpaceX uses its first recycled rocket to send satellite into space; hopes to recycle even more parts. https://t.co/Py0ORC7SZI
1469,['https://corpgovnewsblog.wordpress.com/2017/03/31/spacex-attempts-to-make-history'],Thu Mar 30 22:38:21 +0000 2017,SpaceX attempts to make\xc2\xa0history https://t.co/k6g8i9o9Zt
1968,['https://twitter.com/GizmodoES/status/847572006807719936'],Thu Mar 30 22:25:22 +0000 2017,2 minutos para el lanzamiento del primer Falcon 9 reutilizado. https://t.co/sscPNSEl1C
18440,['http://ift.tt/2oeDIi5'],Thu Mar 30 22:45:09 +0000 2017,SpaceX\xe2\x80\x99s reused Falcon 9 rocket nails the landing for a second time: https://t.co/AKG35VLeW3
8171,['https://twitter.com/SpaceX/status/847578231808991232'],Thu Mar 30 22:49:51 +0000 2017,RT @kevinoleary4ca: #innovation Congrats @elonmusk and @SpaceX !!! https://t.co/txFuC3NfJD
11023,[],Thu Mar 30 22:41:53 +0000 2017,Word is #Spacex also attempting to recover #falcon9 payload shroud for reuse. No word yet. #SES10
21939,[],Thu Mar 30 22:33:30 +0000 2017,RT @tanyaofmars: Nice view of the Earth there. #SpaceX #SES10 #Falcon9 https://t.co/qkVk7gudyQ
2733,['http://tucson.com/news/national/spacex-launches-its-first-recycled-rocket-in-historic-leap/article_576c7d2d-6cf8-5632-b1f8-2d6e2709a036.html'],Thu Mar 30 23:13:39 +0000 2017,"CAPE CANAVERAL, Fla. (AP) \xe2\x80\x94 SpaceX has launched its first recycled rocket. https://t.co/fMd2HqDlto"
1327,[],Thu Mar 30 22:47:35 +0000 2017,RT @Psythor: Holy shit! I\xe2\x80\x99m never buying a brand new rocket again. #SpaceX https://t.co/ISvaPRozYa
6352,['https://twitter.com/JPMajor/status/847584159489036288'],Thu Mar 30 23:02:45 +0000 2017,RT @TheSpaceGal: Mission success for #SpaceX in every way possible. https://t.co/EA5VqvI6pI
1782,[],Thu Mar 30 22:57:34 +0000 2017,RT @TrivWorks: The #SpaceX landing: https://t.co/fzieKjKukK
15466,['https://www.wired.com/2017/03/watch-spacex-launch-first-truly-reusable-rocket/'],Thu Mar 30 22:31:58 +0000 2017,RT @WIREDScience: First stage separated successfully! Tune in here: https://t.co/Y29FuuTybU
1277,[],Thu Mar 30 22:57:30 +0000 2017,"@WandrMe @SES_Satellites @SpaceX I think that issue was for everyone, not just you."
5290,['https://www.recode.net/2017/3/30/15131514/spacex-space-history-success-reusing-rocket-elon-musk?utm_campaign=recode.social&utm_medium=social&utm_content=recode&utm_source=twitter'],Thu Mar 30 22:56:46 +0000 2017,RT @Recode: SpaceX just made history by successfully reusing a rocket. \nhttps://t.co/M5WipXhar5 https://t.co/Q1zBISAAOA
26430,['http://tcrn.ch/2nQjdrx'],Thu Mar 30 22:52:50 +0000 2017,RT @TechCrunch: SpaceX's reused Falcon 9 rocket nails the landing for a second time https://t.co/KfVzRCEF8y by @etherington https://t.co/CF\xe2\x80\xa6
3092,['https://twitter.com/i/web/status/847584716614230016'],Thu Mar 30 23:06:09 +0000 2017,TechCrunch: Satellite successfully deployed to orbit. SpaceX has mission success in every sense of the word:\xe2\x80\xa6 https://t.co/ZnchiNPfIL
2155,[],Thu Mar 30 22:45:43 +0000 2017,"So much of the SpaceX operation is impressive, but it's the ingenuity that strikes me most. #SpaceX"
2623,['http://gizmo.do/gy4mlE8'],Thu Mar 30 22:40:32 +0000 2017,RT @GizmodoES: Hist\xc3\xb3rico: el primer viaje de un cohete Falcon 9 reutilizado de SpaceX es un \xc3\xa9xito https://t.co/wY0RkHFsiz https://t.co/0qJm\xe2\x80\xa6
6387,['http://spacex.com/webcast'],Thu Mar 30 22:54:50 +0000 2017,RT @SpaceX: Back live for final burn and satellite deployment \xe2\x86\x92 https://t.co/gtC39uBC7z
1411,[],Thu Mar 30 22:36:20 +0000 2017,LANDED AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\n\nAWESOME! GREAT!\xf0\x9f\x98\x80\nCongratulations @spacex @elonmusk! \xc2\xa1ENHORABUENA! \xf0\x9f\x91\x8f\xf0\x9f\x8c\x8e\xf0\x9f\x8c\x8d\xf0\x9f\x8c\x8f\xf0\x9f\x9a\x80\xf0\x9f\x8c\x94\xf0\x9f\x8c\xb1#SpaceX #LC39A #SES10
2028,[],Thu Mar 30 22:31:02 +0000 2017,blast off! #SpaceX
1400,[None],Thu Mar 30 22:40:37 +0000 2017,RT @SpaceX: ~60 minutes until launch window for SES-10 opens. All systems and weather are go. Watch here \xe2\x86\x92\xe2\x80\xa6
12362,"['http://engt.co/2nFeiJi', 'https://twitter.com/i/web/status/847583166390976512']",Thu Mar 30 22:55:48 +0000 2017,SpaceX achieves the first reflight and landing of an orbital-class rocket booster\n https://t.co/SHDZdpYdhy by\xe2\x80\xa6 https://t.co/XJ62Ptnnzv
7919,['https://twitter.com/spacex/status/847584330578669568'],Thu Mar 30 23:04:56 +0000 2017,RT @frostautomation: Congrats @SpaceX! Very impressive and exciting to watch this live! https://t.co/fPHdWZEKjg
2028,['http://spacex.com/webcast'],Thu Mar 30 22:31:57 +0000 2017,RT @SpaceX: Liftoff! https://t.co/gtC39uBC7z
15298,['https://thelaxreport.com/2017/03/30/spacex-makes-history-by-launching-satellite-on-recycled-rocket/'],Thu Mar 30 22:46:59 +0000 2017,SpaceX makes history by launching satellite on recycled\xc2\xa0rocket https://t.co/v2ANrUE3tU https://t.co/AJd9eco1Xk
3492,[],Thu Mar 30 22:39:42 +0000 2017,"""Looks like we have a good burn."" \n\n- @SpaceX rocket scientist #dank"
3742,['https://twitter.com/thespacegal/status/847578444284051457'],Thu Mar 30 22:45:17 +0000 2017,Forever a geek. \nAnd I am GEEKIN' right now. https://t.co/6O8Y39hcS0
1360,[],Thu Mar 30 22:36:53 +0000 2017,RT @JRouRouRou: History: The Falcon 9 successfully takes off for a second time. A huge milestone for @SpaceX https://t.co/Un64LjFIdF
1370,['http://fb.me/AH5WuDgn'],Thu Mar 30 22:57:47 +0000 2017,\xd8\xa7\xd9\x84\xd8\xa7\xd8\xb7\xd9\x84\xd8\xa7\xd9\x82 \xd8\xaf\xd8\xa7\xd8\xa8\xd8\xa7 \xd8\xaf\xd9\x8a\xd8\xa7\xd9\x84 \xd8\xb5\xd8\xa7\xd8\xb1\xd9\x88\xd8\xae \xd8\xaf\xd9\x8a\xd8\xa7\xd9\x84 \nSpaceX https://t.co/ZbQCJBc6Ju
2970,['http://ow.ly/w42i50axsBh'],Thu Mar 30 23:16:10 +0000 2017,#Tech News: There and back: SpaceX launches and lands previously flown rocket in huge step for space travel https://t.co/vWdIn6zEHK
77484,[],Thu Mar 30 22:28:29 +0000 2017,RT @mirikramer: GO BABY GO. #SpaceX #Falcon9 https://t.co/ISgwsMoLso
1348,[],Thu Mar 30 22:35:56 +0000 2017,RT @mirikramer: I will always love this view. #SES10  #SpaceX #falcon9 https://t.co/oKQDJOGYsz
3751,[],Thu Mar 30 22:56:35 +0000 2017,@Warmustbeend123 @SpaceX Was that seven months before it was finished though?
164805,['http://tcrn.ch/2omVzAL'],Thu Mar 30 22:36:31 +0000 2017,SpaceX successfully re-launches an orbital Falcon 9 rocket for the first\xc2\xa0time https://t.co/LcVwSVuRwE https://t.co/mRQPZJhGoq
1901,[],Thu Mar 30 22:44:12 +0000 2017,@SpaceX @SES_Satellites excellent!!! Congratulations!! How soon until you start sending our astronauts up?
1515,['https://twitter.com/jonostrower/status/847578414244544512'],Thu Mar 30 22:50:57 +0000 2017,Way to go #SpaceX ! https://t.co/EGCYib4lx3
17381,[],Thu Mar 30 22:43:41 +0000 2017,Huge. So happy for @kate_tice and the @SpaceX team. What a moment. https://t.co/Hh9h10J9es
1419,[],Thu Mar 30 22:41:09 +0000 2017,Congratulations to @SpaceX on the first reuse of their Falcon 9 rocket. Love that rumble.
1535,[],Thu Mar 30 22:51:48 +0000 2017,#\xd0\x9d\xd0\xbe\xd0\xb2\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8  SpaceX \xd0\xb2\xd0\xbf\xd0\xb5\xd1\x80\xd0\xb2\xd1\x8b\xd0\xb5 \xd1\x83\xd1\x81\xd0\xbf\xd0\xb5\xd1\x88\xd0\xbd\xd0\xbe \xd0\xb7\xd0\xb0\xd0\xbf\xd1\x83\xd1\x81\xd1\x82\xd0\xb8\xd0\xbb \xd0\xbf\xd0\xb5\xd1\x80\xd0\xb2\xd1\x83\xd1\x8e \xd1\x81\xd1\x82\xd1\x83\xd0\xbf\xd0\xb5\xd0\xbd\xd1\x8c Falcon 9
1191,['https://yhoo.it/2odAlbe'],Thu Mar 30 22:47:22 +0000 2017,YahooFinance: These $900 stilettos were invented by a former SpaceX exec https://t.co/mPlsurOEYJ https://t.co/TUPYL7bb83
2307,"['http://dlvr.it/NmHxtK', 'https://twitter.com/i/web/status/847585686953775104']",Thu Mar 30 23:05:49 +0000 2017,#Buzz There and back again: SpaceX launches and lands the same rocket for the 2nd time https://t.co/5kSJxXmIln via\xe2\x80\xa6 https://t.co/64qIYNJU50
2731,[],Thu Mar 30 22:56:58 +0000 2017,RT @cbs_spacenews: F9/SES10: Good orbit confirmed by SpaceX
1266,['https://goo.gl/EicIPk'],Thu Mar 30 22:41:13 +0000 2017,verge: In ten minutes #SpaceX will try to send one of its landed rockets back to space for the first time \xe2\x80\x94 watch \xe2\x80\xa6 https://t.co/l3B4bwr5qC
3024,['http://on.flatoday.com/2oE8QEn'],Thu Mar 30 23:04:32 +0000 2017,RT @USATODAY: #BREAKING Live: SpaceX Falcon 9 launch from Kennedy Space Center https://t.co/Lc3xrQ9BHt
5225,[None],Thu Mar 30 22:44:43 +0000 2017,"RT @glxp: There it is! #SpaceX has just launched, and landed, a previously-used booster for the first time:\xe2\x80\xa6 "
80593,[],Thu Mar 30 22:52:12 +0000 2017,Man @SpaceX is fucking cool
1782,['http://spacex.com/webcast'],Thu Mar 30 22:39:36 +0000 2017,RT @SpaceX: Liftoff! https://t.co/gtC39uBC7z
3770,['https://twitter.com/SpaceX/status/847578231808991232'],Thu Mar 30 22:37:05 +0000 2017,RT @thevowel: Stunning. CONGRATS! https://t.co/L2sYVQFLdE
4093,['https://twitter.com/i/web/status/847585109930856449'],Thu Mar 30 23:03:32 +0000 2017,@nerdist @SpaceX I can't wait to be subjugated on Mars and farmed for my baby juice and jokes...\xe2\x80\xa6 https://t.co/L9fG6z7FIv
6463,['https://twitter.com/SpaceX/status/847578231808991232'],Thu Mar 30 22:36:46 +0000 2017,RT @SciGuySpace: Let's go fly it again. https://t.co/GPHJlI3pjX
1222,"['http://dlvr.it/NmJ5cB', 'https://twitter.com/i/web/status/847588032173690880']",Thu Mar 30 23:15:08 +0000 2017,There and back again: SpaceX launches and lands the same rocket for the 2nd time https://t.co/q2vXRRgXYw\xe2\x80\xa6 https://t.co/Zuj2fdNCwJ
9129,['http://dlvr.it/NmHr4R'],Thu Mar 30 22:58:11 +0000 2017,SpaceX successfully re-launches an orbital Falcon 9 rocket for the first time https://t.co/Eszbl7dd5X https://t.co/UooM0n34Jr
2802,[],Thu Mar 30 22:29:09 +0000 2017,"RT @SteveStreza: SpaceX is about to launch a rocket with a reused first stage. Super exciting, history making launch in about 11 minutes!"
1908,['http://ift.tt/2oet6zU'],Thu Mar 30 23:15:38 +0000 2017,Success for SpaceX 're-usable rocket' https://t.co/5w6duY6Wv5
2401,[],Thu Mar 30 22:33:30 +0000 2017,"RT @raminskibba: Wow, looks like SpaceX has successfully launched it's reusable rocket! I'm impressed. I'm also a fan of recycling. https:/\xe2\x80\xa6"
6026,['https://www.periscope.tv/w/a6wrOzU3MzE3fDFqTUpnWVFBUVBtS0w21aCPx8l-jfZ7PN9oSKjctphjSWNYwQvzUEDEP-onLA=='],Thu Mar 30 22:39:15 +0000 2017,RT @scottbudman: Streaming: #SpaceX SES-10 Launch. https://t.co/LWpT17deu9
120027,['http://ift.tt/2oEnqff'],Thu Mar 30 23:06:25 +0000 2017,SpaceX Lofts Commercial Satellite With Reused Rocket In Historic Flight https://t.co/zo3x7hsviR #tech #news https://t.co/eKHnMgY6Jz
7567,[],Thu Mar 30 22:45:02 +0000 2017,RT @matthewliriano: Wow #SpaceX really did THAT ! https://t.co/iyPApRHkSv
1778,['http://apne.ws/2nQDAon'],Thu Mar 30 23:04:51 +0000 2017,RT @AP: SpaceX uses its first recycled rocket to send satellite into space; hopes to recycle even more parts. https://t.co/Py0ORC7SZI
7917,['https://twitter.com/SpaceX/status/847578231808991232'],Thu Mar 30 22:40:48 +0000 2017,this ... bad-ass-ery... https://t.co/ziVb4TaaJI
3144,['https://williamchasterson.wordpress.com/2017/03/30/success-for-spacex-re-usable-rocket'],Thu Mar 30 23:11:20 +0000 2017,Success for SpaceX \xe2\x80\x98re-usable rocket\xe2\x80\x99 https://t.co/uPS7fNZ7fU
21939,[],Thu Mar 30 22:29:53 +0000 2017,RT @spacecom: MECO in about 20 sec #SpaceX #Falcon9 #SES10
2269,[],Thu Mar 30 22:57:40 +0000 2017,RT @spacecom: #Falcon9 second stage with #SES10 now in coast phase prior to engine relight and payload sep. #SpaceX
1853,[],Thu Mar 30 23:05:51 +0000 2017,"RT @mirikramer: That #SpaceX launch worked, and it was beautiful."
7997596,[None],Thu Mar 30 18:06:48 +0000 2017,"RT @SpaceX: Falcon 9 and SES-10 vertical on Kennedy Space Center\xe2\x80\x99s historic Pad 39A. Launch window opens at 6:27pm EDT, 10:27pm\xe2\x80\xa6 "
37171,['http://www.theverge.com/2017/3/30/15114044/spacex-launch-live-stream-start-time-schedule-used-falcon-9-rocket'],Thu Mar 30 22:38:45 +0000 2017,RT @sokane1: Elon talking live now: https://t.co/zslq3K07Qe https://t.co/6ADQP8Kkwc
34839,['http://mashable.com/2017/02/27/elon-musk-spacex-sending-people-to-moon/#RaBcak_Qa057'],Thu Mar 30 22:33:02 +0000 2017,Love you to the moon and back @elonmusk \xf0\x9f\x8c\x9aCan't wait to hear more. Exciting times ahead! https://t.co/X3LMsKMrQg via @mashable #SpaceX #Tesla
3441,[],Thu Mar 30 22:56:45 +0000 2017,U pola sata #SpaceX obleti zemlju a nema odgovra na klju\xc4\x8dna pitanja. https://t.co/bqh9bwGtdK
1839,['http://www.spacex.com/webcast'],Thu Mar 30 22:26:36 +0000 2017,https://t.co/ye1gy5M2pU
11039,['https://newson.com.ua/604765'],Thu Mar 30 23:05:03 +0000 2017,SpaceX \xd0\xbf\xd0\xbe\xd0\xb2\xd1\x82\xd0\xbe\xd1\x80\xd0\xbd\xd0\xbe \xd0\xb7\xd0\xb0\xd0\xbf\xd1\x83\xd1\x81\xd0\xba\xd0\xb0\xd0\xb5\xd1\x82 \xd0\xbf\xd0\xb5\xd1\x80\xd0\xb2\xd1\x83\xd1\x8e \xd1\x81\xd1\x82\xd1\x83\xd0\xbf\xd0\xb5\xd0\xbd\xd1\x8c Falcon 9: https://t.co/EriNlWh4jY
2269,[],Thu Mar 30 22:58:34 +0000 2017,"RT @spacecom: Elon is speaking. ""revolution in spaceflight."" ""15 years to get to this point."" #Falcon9 #ElonMusk #Spacex #SES10 https://t.c\xe2\x80\xa6"
1295,['http://n.pr/2oeoSbt'],Thu Mar 30 22:32:09 +0000 2017,"RT @NPR: ""All systems continue to be good"" -- SpaceX launches a recycled rocket. Watch live: https://t.co/40W1O5dPe0"
539540,['http://abc13.co/2oeoBoV'],Thu Mar 30 22:35:26 +0000 2017,LIVE: SpaceX hoping to successfully land its first recycled rocket after a good launch  https://t.co/672pku5W5O https://t.co/uq5AnQwHFZ
5415,['http://tcrn.ch/2nklRBT'],Thu Mar 30 22:29:04 +0000 2017,Just a few minutes away from the launch window for SpaceX\xe2\x80\x99s historic first attempt to reuse an orbital rocket: https://t.co/1ifx9CDlEw
3764,['http://cnet.co/2nQwHnc'],Thu Mar 30 23:06:59 +0000 2017,RT @CNET: #SpaceX recycled its rocket in a historic first https://t.co/qbhC6J7I98 https://t.co/26XiQWJPTr
26043,[],Thu Mar 30 23:01:00 +0000 2017,"RT @BadAstronomer: And SES-10 deployed! The primary and secondary missions both completed. Holy wow, @SpaceX. Nicely done."
4044,['http://nyti.ms/2oeCSlE'],Thu Mar 30 22:44:15 +0000 2017,"Still 15 minutes before satellite id deployed, but so far so good for SpaceX. https://t.co/8i5Y0Q7yY2"
13206,[],Thu Mar 30 22:46:16 +0000 2017,"RT @DownHereOnEarth: Been to space and back twice, j. chillin' on a boat... GOOD JOB #SPACEX #FALCON9 YAY https://t.co/axvrzAUZeI"
9730,['https://es.rt.com/5104'],Thu Mar 30 22:55:13 +0000 2017,El Falcon 9 de SpaceX aterriza con \xc3\xa9xito en una plataforma flotante https://t.co/XCR6JNKEbE https://t.co/DtAXKQD7Bp
113709,['http://dlvr.it/NmHkpS'],Thu Mar 30 22:50:49 +0000 2017,There and back again: SpaceX launches and lands the same rocket for the 2nd time https://t.co/CkWRU9IVid  @mashable https://t.co/wSccU3ii7Z
9087,[],Thu Mar 30 23:10:03 +0000 2017,RT @forthelaunch: .@elonmusk and his #SpaceX team right now... https://t.co/4axb4kS0sb
11902,[],Thu Mar 30 22:36:00 +0000 2017,RT @SpaceX: First stage entry burn complete. Second stage continuing nominally to geostationary transfer orbit. https://t.co/RXAzvT0xT0
583201,['https://twitter.com/i/web/status/847578642540404736'],Thu Mar 30 22:37:50 +0000 2017,SpaceX \xd0\xad\xd0\xbb\xd0\xbe\xd0\xbd\xd0\xb0 \xd0\x9c\xd0\xb0\xd1\x81\xd0\xba\xd0\xb0 \xd0\xb2\xd0\xbf\xd0\xb5\xd1\x80\xd0\xb2\xd1\x8b\xd0\xb5 \xd1\x81\xd0\xbe\xd0\xb2\xd0\xb5\xd1\x80\xd1\x88\xd0\xb8\xd0\xbb\xd0\xb0 \xd1\x83\xd1\x81\xd0\xbf\xd0\xb5\xd1\x88\xd0\xbd\xd1\x8b\xd0\xb9 \xd0\xb7\xd0\xb0\xd0\xbf\xd1\x83\xd1\x81\xd0\xba \xd0\xb8 \xd0\xbf\xd0\xbe\xd1\x81\xd0\xb0\xd0\xb4\xd0\xba\xd1\x83 \xd0\xbf\xd0\xbe\xd0\xb2\xd1\x82\xd0\xbe\xd1\x80\xd0\xbd\xd0\xbe \xd0\xb8\xd1\x81\xd0\xbf\xd0\xbe\xd0\xbb\xd1\x8c\xd0\xb7\xd0\xbe\xd0\xb2\xd0\xb0\xd0\xbd\xd0\xbd\xd0\xbe\xd0\xb9 \xd0\xbf\xd0\xb5\xd1\x80\xd0\xb2\xd0\xbe\xd0\xb9 \xd1\x81\xd1\x82\xd1\x83\xd0\xbf\xd0\xb5\xd0\xbd\xd0\xb8 Falcon 9\xe2\x80\xa6 https://t.co/LHRZPKLs28
1247,['https://twitter.com/i/web/status/847580638131531777'],Thu Mar 30 22:45:46 +0000 2017,"Normally, this would be big news, but we have a corrupt president, so I yield the remainder of my time to @MSNBC (a\xe2\x80\xa6 https://t.co/aP3rdhS0ev"
1965,[],Thu Mar 30 22:46:58 +0000 2017,RT @andersen: TFW the SpaceX touchdown and the Mike Flynn immunity news hit at the same time https://t.co/LvYtONb2zn
1825,['https://www.facebook.com/SpaceX/videos/10158962351550131/'],Thu Mar 30 22:32:47 +0000 2017,https://t.co/5HfBYEjKZW
2605,[],Thu Mar 30 22:49:07 +0000 2017,RT @mankindforward: Watching a rocket land on a barge before catching a talk on AI at a VR conference #SpaceX #SVVR2017 #VR https://t.co/i9\xe2\x80\xa6
19543,['http://spacex.com/webcast'],Thu Mar 30 22:32:47 +0000 2017,RT @SpaceX: Liftoff! https://t.co/gtC39uBC7z
1320,['http://bbc.in/2nFmwBb'],Thu Mar 30 23:12:11 +0000 2017,RT @BBCWorld: Success for SpaceX 're-usable rocket' https://t.co/NLoIFKrXGw
11138,[],Thu Mar 30 22:33:19 +0000 2017,Great views from #Falcon9 . Everything going well. #SES10 #SpaceX https://t.co/KXmyh1aaQw
54860,[],Thu Mar 30 22:43:18 +0000 2017,"RT @valperiepal: They landed a reused rocket, y'all. Same rocket, landed twice in the middle of the ocean. This is 2017. #SpaceX"
1366,[],Thu Mar 30 22:39:02 +0000 2017,@SpaceX anyone else think it's a little weird the stream went out right before the landing or am I just looking for a conspiracy
5963,['http://on.mash.to/2nFdGn2'],Thu Mar 30 22:51:05 +0000 2017,They did it! SpaceX launches and lands the same rocket for the 2nd time https://t.co/fae2jVGuho
24468,['https://twitter.com/i/web/status/847584716614230016'],Thu Mar 30 23:10:25 +0000 2017,RT TechCrunch : Satellite successfully deployed to orbit. SpaceX has mission success in every sense of the word:\xe2\x80\xa6 https://t.co/qk3FMdexYv
1485,['http://popm.ch/JwczO3l'],Thu Mar 30 22:55:47 +0000 2017,"RT @PopMech: SpaceX successfully relaunches, relands an orbital rocket https://t.co/cgkCTIvR7n https://t.co/Gz8jQdWyXi"
1284,['http://n.pr/2oeoSbt'],Thu Mar 30 22:30:54 +0000 2017,RT @NPR: WATCH LIVE: SpaceX has launched a recycled rocket from Fla. and achieved flight https://t.co/40W1O5dPe0
318905,['http://on.mash.to/2nFdGn2'],Thu Mar 30 22:50:32 +0000 2017,They did it! SpaceX launches and lands the same rocket for the 2nd time https://t.co/KZ17FSeWTa
10449,['https://twitter.com/i/web/status/847579087124221953'],Thu Mar 30 22:39:36 +0000 2017,"Excellent! Great landing of a @SpaceX S1 rocket booster at sea. Same booster, second landing. First reuse for Falco\xe2\x80\xa6 https://t.co/xKvLz4TQUP"
4359,[],Thu Mar 30 22:38:50 +0000 2017,RT @kevankevan: @spacex #FuckYesSpaceX https://t.co/p4iUUEBivP
15894,[None],Thu Mar 30 22:48:10 +0000 2017,"RT @ABC: NEW: SpaceX\xc2\xa0launches its first recycled rocket, the Falcon 9, from the pad at\xc2\xa0NASA's Kennedy Space Center\xc2\xa0in Florid\xe2\x80\xa6 "
1938,[],Thu Mar 30 22:43:50 +0000 2017,RT @SpaceX: Webcast returns in about 10 minutes for second stage engine restart and satellite deployment. https://t.co/uLGxW3gVCW
2022250,[],Thu Mar 30 22:54:56 +0000 2017,"If #SpaceX recovers the payload fairing, they might rack up another reusability first tonight. Board member @dfjsteve says they'll try it."
1700,[],Thu Mar 30 22:41:46 +0000 2017,RT @BadAstronomer: Humanity now has an actual reusable rocket that is cost effective. Astonishing. Congratulations @SpaceX!
3676,[],Thu Mar 30 22:38:21 +0000 2017,RT @TheSpaceGal: HISTORIC. We have reusable orbital rockets everyone. #SpaceX https://t.co/mpTTjgdxxF
5980,"['http://tcrn.ch/2nQqHLa', 'https://twitter.com/i/web/status/847577347977084928']",Thu Mar 30 22:41:11 +0000 2017,SpaceX successfully re-launches an orbital Falcon 9 rocket for the first time https://t.co/ro3POGvklR by\xe2\x80\xa6 https://t.co/OJVD7sauMH
10103,['http://dlvr.it/NmHztR'],Thu Mar 30 23:08:20 +0000 2017,El Falcon 9 de SpaceX aterriza con \xc3\xa9xito en una plataforma flotante https://t.co/ITk4s2HVsD https://t.co/WK8AuJiYzI
24240,['http://dlvr.it/NmHzsn'],Thu Mar 30 23:08:21 +0000 2017,LO \xc3\x9aLTIMO: El Falcon 9 de SpaceX aterriza con \xc3\xa9xito en una plataforma flotante https://t.co/l9xCvVtMYC #Noticias https://t.co/x6ltezxqG4
12241,['https://twitter.com/i/web/status/847578886850334721'],Thu Mar 30 22:38:48 +0000 2017,This is an incredible milestone in the history of human space exploration. Re-usable rockets will change space econ\xe2\x80\xa6 https://t.co/dTBUTv5hWl
5737,['http://ift.tt/2nFk0es'],Thu Mar 30 23:10:08 +0000 2017,Hist\xc3\xb3rico: el primer viaje de un cohete Falcon 9 reutilizado de SpaceX es un \xc3\xa9xito https://t.co/ObtxjV4KUI https://t.co/5M4FNM2OWe
4004,['http://bit.ly/2oEkkrj'],Thu Mar 30 22:31:38 +0000 2017,RT VergeScience: Weather is a go for SpaceX\xe2\x80\x99s first used #Falcon9 rocket launch https://t.co/ImYqJLk1LX
1538,['https://twitter.com/i/web/status/847578900284801024'],Thu Mar 30 22:38:51 +0000 2017,"Historique : @SpaceX l'a fait : lancer, atterrir, red\xc3\xa9coller et r\xc3\xa9-atterrir un premier \xc3\xa9tage de fus\xc3\xa9e orbitale !\xe2\x80\xa6 https://t.co/79SRwJHanv"
1190,[],Thu Mar 30 22:36:34 +0000 2017,Congratulations @SpaceX!
1388,[],Thu Mar 30 22:49:43 +0000 2017,RT @PaulMarks12: Pretty amazing. This rocket stage has now flown twice and landed twice. A giant step for reusability. #SpaceX https://t.co\xe2\x80\xa6
3248,['http://ift.tt/2nB42Ag'],Thu Mar 30 22:46:26 +0000 2017,SpaceX makes aerospace history with successful landing of a used rocket https://t.co/kmGHrPjT0G
19131,[],Thu Mar 30 22:43:44 +0000 2017,RT @tedr: It speaks volumes that Elon Musk said today's stage landing was a great day for space programs &amp; only later said it was great for\xe2\x80\xa6
2596,['http://www.cbsnews.com/live/video/watch-spacex-launches-used-rocket'],Thu Mar 30 22:40:19 +0000 2017,Watch: SpaceX Launches Used Rocket https://t.co/D12Y61iK7d v\xc3\xada @CBSNLive Elon Munsk makes history
