followers_count,hashtags,created_at,text
15742,"['IBMWatson', 'IBMwatson', 'IBMinterconnect']",Sat Mar 18 00:15:15 +0000 2017,RT @ITandTelecoms: RT evankirstel: Chintu is an #IBMWatson powered robot https://t.co/r4GFOwEYQk #IBMwatson #IBMinterconnect... https://t.c\xe2\x80\xa6
14412,"['MachineLearning', 'cognitive', 'cloud', 'IBMinterconnect']",Sat Mar 18 00:22:54 +0000 2017,RT @evankirstel: IBM launches #MachineLearning #cognitive platform for the private #cloud https://t.co/OCqirJtmZi #IBMinterconnect\xe2\x80\xa6 
11763,"['Cybercrime', 'machinelearning', 'AI', 'Fintech', 'CyberSecurity']",Fri Mar 17 23:54:14 +0000 2017,RT @reach2ratan: Can Machine Learning Fight #Cybercrime ? https://t.co/049WbDU9VY via @pcmag  #machinelearning #AI #Fintech #CyberSecurity\xe2\x80\xa6
11666,[],Sat Mar 18 00:01:55 +0000 2017,RT @LeadingCities: Opportunities for machine-learning startups: An investor\xc2\xa0perspective https://t.co/BBICbgVXGK https://t.co/ChSwSSF8Aq
9795,"['Analyticship', 'BI', 'BigData', 'Analytics']",Sat Mar 18 00:04:29 +0000 2017,"#Analyticship:#BI,#BigData,#Analytics:How does machine learning work or don't work? https://t.co/SxGNW5UI2h"
7323,"['SoftwareDevelopment', 'softwarehacks', 'google']",Fri Mar 17 23:49:05 +0000 2017,Google Machine Learning Made Simple(r) https://t.co/3MeFNsCGvw #SoftwareDevelopment #softwarehacks #google\xe2\x80\xa6 https://t.co/SeJdtPaNfo
6270,[],Sat Mar 18 00:01:47 +0000 2017,RT @HFmaracay: Tecnolog\xc3\xada de Georeferenciacion combinado con Machine Learning y el mundo es tuyo @rafaelje en @uptaragua_m https://t.co/i7D\xe2\x80\xa6
6270,[],Sat Mar 18 00:11:21 +0000 2017,RT @HFmaracay: Facebook est\xc3\xa1 marcando la tendencia web con el uso de Machine Learning El futuro es la Inteligencia Artificial\xe2\x80\xa6 
6129,[],Fri Mar 17 23:49:08 +0000 2017,RT @ProgrammingWrld: 8 Industries That Will Be Most Affected By Machine Learning https://t.co/Igjsj63Awl https://t.co/3hEBkYd39B
5596,['datascience'],Fri Mar 17 23:48:32 +0000 2017,4 E-Books &amp; 5 Courses to Help You Perform Machine Learning Analytics &amp; Command High-Paying Jobs #datascience \n\nhttps://t.co/XNttQRoT7G
5269,[],Fri Mar 17 23:58:04 +0000 2017,RT @STRTKCMO: a16z Podcast: The Edge in Machine Learning Startups: A lot of machine learning startups initially feel a\xe2\x80\xa6 https://t.co/PbOkkw\xe2\x80\xa6
5269,['machinelearning'],Fri Mar 17 23:58:05 +0000 2017,"How are you @STRTKCMO we found your update on machine learning, I would like to chat more https://t.co/g8PTLFojFY #machinelearning"
5269,[],Fri Mar 17 23:58:08 +0000 2017,RT @felixcampano: a16z Podcast: The Edge in Machine Learning Startups https://t.co/JqbKzY2tZk
5269,['machinelearning'],Fri Mar 17 23:58:08 +0000 2017,"How are you @felixcampano I read your post about machine learning, can we chat? https://t.co/k3b8VbmoEF #machinelearning"
5223,['machinelearning'],Sat Mar 18 00:02:17 +0000 2017,RT @Stephanie_Hing: Google\xe2\x80\x99s new machine learning API recognizes and will allow you to search for objects in videos #machinelearning\xe2\x80\xa6 
4573,['Tistory'],Sat Mar 18 00:22:33 +0000 2017,[ #Tistory ][Hadoop Summit] Hivemall: Scalable machine learning library for Apache Hive/Spark/Pig - \xea\xb8\xb0\xea\xb3\x84\xed\x95\x99\xec\x8a\xb5 \xeb\x9d\xbc\xec\x9d\xb4\xeb\xb8\x8c\xeb\x9f\xac\xeb\xa6\xac https://t.co/MW7naSmJuS
4573,[],Sat Mar 18 00:23:19 +0000 2017,[Hadoop Summit] Hivemall: Scalable machine learning library for Apache Hive/Spark/Pig - \xea\xb8\xb0\xea\xb3\x84\xed\x95\x99\xec\x8a\xb5 \xeb\x9d\xbc\xec\x9d\xb4\xeb\xb8\x8c\xeb\x9f\xac\xeb\xa6\xac https://t.co/4JBcZfUIrq
4411,['startups'],Sat Mar 18 00:10:37 +0000 2017,a16z Podcast: The Edge in Machine Learning #startups  https://t.co/bH5jbMyakZ
4296,[],Sat Mar 18 00:18:06 +0000 2017,"The hashtag is dead, and machine learning killed it https://t.co/nVODDPJU5V"
4190,"['ABATechshow', 'AI']",Sat Mar 18 00:23:54 +0000 2017,RT @FiscalNote: Our machine learning blog featured on @ltrc homepage! Read post: https://t.co/fZQohJz0Tt #ABATechshow #AI\xe2\x80\xa6 
4189,[],Sat Mar 18 00:19:44 +0000 2017,RT @Ifti: a16z Podcast: The Product Edge in Machine Learning Startups - A lot of machine learning startups initially feel... https://t.co/H\xe2\x80\xa6
4188,['startups'],Sat Mar 18 00:11:24 +0000 2017,RT @vishne0: a16z Podcast: The Edge in Machine Learning #startups  https://t.co/bH5jbMyakZ
4188,"['DataScience', 'Deal', 'Bargain']",Sat Mar 18 00:15:34 +0000 2017,RT @BigDataGal: #DataScience Learning #Deal:  Data Science: Supervised Machine Learning in Python #Bargain Udemy Course https://t.co/IUO2N0\xe2\x80\xa6
4188,"['DataScience', 'MachineLearning', 'RT']",Sat Mar 18 00:16:36 +0000 2017,RT @Ronald_vanLoon: The Most Popular Language For Machine Learning and Data Science Is \xe2\x80\xa6 | #DataScience #MachineLearning #RT\xe2\x80\xa6 
4187,"['podcast', 'a16z']",Fri Mar 17 23:56:50 +0000 2017,RT @digitananda: New #podcast from #a16z : a16z Podcast: The Edge in Machine Learning Startups https://t.co/kXgJM41Ywp
4187,[],Fri Mar 17 23:57:52 +0000 2017,RT @chkerstein: Google announced the launch of a machine learning startup competition https://t.co/q62gQdQAzk
4187,[],Fri Mar 17 23:58:55 +0000 2017,RT @kunalmathur: a16z Podcast: The Edge in Machine Learning Startups: https://t.co/jyGQTs7Zqh
4186,['gpu_processing'],Sat Mar 18 00:02:02 +0000 2017,RT @DataInfact: GPU computing key to machine learning and big data performance https://t.co/1rtlXU21pS - rewteet! #gpu_processing https://t\xe2\x80\xa6
4186,[],Sat Mar 18 00:08:17 +0000 2017,RT @seefeld_: a16z Podcast: The Edge in Machine Learning Startups https://t.co/4XNOPL2aIB
3748,[],Sat Mar 18 00:21:13 +0000 2017,Article Series: An Introduction to Machine Learning  https://t.co/dl4IT6poFA https://t.co/TUVzAQPKZ8
3224,"['BigData', 'MachineLearning', 'DataScience', 'AI']",Fri Mar 17 23:57:56 +0000 2017,RT @gp_pulipaka: Machine Learning Methods Behind Marketing Intelligence. #BigData #MachineLearning #DataScience #AI\xe2\x80\xa6 
2789,"['AI', 'ML']",Sat Mar 18 00:08:11 +0000 2017,The 10 Most Innovative Companies In AI/Machine Learning 2017 https://t.co/LmaZAZCKMX #AI #ML
2789,"['AI', 'ML']",Sat Mar 18 00:08:13 +0000 2017,The 10 Most Innovative Companies In AI/Machine Learning 2017 https://t.co/5prKT5yOhX #AI #ML
2789,['MachineLearning'],Sat Mar 18 00:19:10 +0000 2017,The 10 Most Innovative Companies In AI/Machine Learning 2017 https://t.co/EGuMawbKTl #MachineLearning
