followers_count,hashtags,created_at,text
30303,[],Wed Mar 29 16:55:54 +0000 2017,AI marches on... https://t.co/gwqhrdGHuB
4261,"['d3js', 'machinelearning']",Wed Mar 29 16:55:47 +0000 2017,RT @r2d3us: Machine learning explained in interactive visualizations (part 1) https://t.co/UIg3T3Kzgx #d3js #machinelearning
